input_domain,naics_domain,flag_conference,flag_alexa,flag_yahoo,ecid,ind,ind_score,naics_2,naics_2_desc,naics_4,naics_4_desc,naics_6,naics_6_desc,naics_6_score,jj_corrections
talend.com,talend.com,null,null,1,1076987993,Computer Software,0.671628535,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.542868853,
irkutskenergo.ru,irkutskenergo.ru,null,null,1,1099427753,Oil & Energy,0.685979784,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.54280287,
hr-reit.com,hr-reit.com,null,null,1,1077226993,Real Estate,0.961676717,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings,0.542221904,
spotify.com,spotify.com,null,1,null,1078003958,Media and Entertainment,0.746430576,51,Information,5122,Sound Recording Industries,512250,Record Production and Distribution,0.542161822,
goldlakes.com,goldlakes.com,null,null,1,1104448494,Mining & Metals,0.975762308,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.542027354,
fresnilloplc.com,fresnilloplc.com,null,null,1,1077800416,Mining & Metals,0.998428762,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.541619718,
univstainless.com,univstainless.com,null,null,1,1074165519,Mining & Metals,0.98572427,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423510,Metal Service Centers and Other Metal Merchant Wholesalers,0.541523039,
paytm.com,paytm.com,null,1,null,1079454026,Internet,0.66051811,51,Information,5173,Wired and Wireless Telecommunications Carriers,517312,Wireless Telecommunications Carriers (except Satellite),0.541333139,
mybankwell.com,mybankwell.com,null,null,1,1076694115,Financial Services,0.995948911,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.541275322,
alpha.gr,alpha.gr,null,null,1,1078250826,Financial Services,0.992800593,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.541178465,
megacable.com.mx,megacable.com.mx,null,null,1,1079252897,Telecommunications,0.994722843,51,Information,5152,Cable and Other Subscription Programming,515210,Cable and Other Subscription Programming,0.541135669,
touchstoneexploration.com,touchstoneexploration.com,null,null,1,1076086970,Oil & Energy,0.994483173,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.54101485,
accorhotels-group.com,accorhotels-group.com,null,null,1,1097689494,Hospitality,0.880344212,72,Accommodation and Food Services,7211,Traveler Accommodation,721110,Hotels (except Casino Hotels) and Motels,0.540947795,
fluor.com,fluor.com,null,null,1,1077383024,Oil & Energy,0.889085233,23,Construction,2379,Other Heavy and Civil Engineering Construction,237990,Other Heavy and Civil Engineering Construction,0.540752709,
erfwireless.com,erfwireless.com,null,null,1,1075413333,Telecommunications,0.841059566,51,Information,5173,Wired and Wireless Telecommunications Carriers,517311,Wired Telecommunications Carriers,0.540747404,
empireoil.com.au,empireoil.com.au,null,null,1,1078482100,Oil & Energy,0.890612781,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.5406636,
homestreet.com,homestreet.com,null,null,1,1076935512,Financial Services,0.996741355,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.539935529,
jnsholdings.com,jnsholdings.com,null,null,1,1074039140,Environmental Services,0.187077165,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.539555609,
mdstrat.com,mdstrat.com,1,null,null,1074324021,Insurance,0.667521894,51,Information,5112,Software Publishers,511210,Software Publishers,0.539463162,511210
fortisinc.com,fortisinc.com,null,null,1,1083364039,Utilities,0.981350899,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.539031863,
asana.com,asana.com,null,1,null,1076071092,Internet,0.582465589,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.538777649,
earnreit.com,earnreit.com,null,null,1,1074051553,Financial Services,0.736480236,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522310,Mortgage and Nonmortgage Loan Brokers,0.538627386,
cambiumlearning.com,cambiumlearning.com,null,null,1,1074088638,Publishing,0.702463031,61,Educational Services,6116,Other Schools and Instruction,611699,All Other Miscellaneous Schools and Instruction,0.538172841,
kingsmen-int.com,kingsmen-int.com,null,null,1,1079144132,Events Services,0.665903628,54,"Professional, Scientific, and Technical Services",5414,Specialized Design Services,541410,Interior Design Services,0.538107514,
dynegy.com,dynegy.com,null,null,1,1076332272,Utilities,0.93097198,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221122,Electric Power Distribution,0.537921608,
tgnrg.com,tgnrg.com,null,null,1,1076357738,Oil & Energy,0.884849727,23,Construction,2371,Utility System Construction,237120,Oil and Gas Pipeline and Related Structures Construction,0.537776709,
hidainc.com,hidainc.com,null,null,1,1079925359,Food & Beverages,0.702863097,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424410,General Line Grocery Merchant Wholesalers,0.537580371,
eldoradoresorts.com,eldoradoresorts.com,null,null,1,1083168111,Gambling & Casinos,0.984665453,72,Accommodation and Food Services,7211,Traveler Accommodation,721120,Casino Hotels,0.537557364,
coty.com,coty.com,null,null,1,1074086581,Cosmetics,0.869964182,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.536983848,
websafety.com,websafety.com,null,null,1,1075101059,Computer Software,0.734187007,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.536922336,
tripadvisor.com,tripadvisor.com,null,1,1,1075474483,"Leisure, Travel & Tourism",0.841514289,56,Administrative and Support and Waste Management and Remediation Services,5615,Travel Arrangement and Reservation Services,561510,Travel Agencies,0.536530495,
ahipreit.com,ahipreit.com,null,null,1,1087752423,Hospitality,0.456020534,72,Accommodation and Food Services,7211,Traveler Accommodation,721110,Hotels (except Casino Hotels) and Motels,0.536400735,
bpsrhealth.com,bpsrhealth.com,null,null,1,1102459773,Biotechnology,0.770352662,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541714,Research and Development in Biotechnology (except Nanobiotechnology),0.536290109,
prahs.com,prahs.com,null,null,1,1080190481,Pharmaceuticals,0.90610075,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",0.536271274,
firstreliance.com,firstreliance.com,null,null,1,1074076898,Financial Services,0.996043801,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.536229491,
lhcgroup.com,lhcgroup.com,null,null,1,1073993518,Hospital & Health Care,0.934115112,62,Health Care and Social Assistance,6216,Home Health Care Services,621610,Home Health Care Services,0.536125779,
wescoair.com,wescoair.com,null,null,1,1075870451,Logistics and Supply Chain,0.733276486,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423710,Hardware Merchant Wholesalers,0.535475433,
jackpotdigital.com,jackpotdigital.com,null,null,1,1086919449,Gambling & Casinos,0.995347679,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.535407007,
haynesintl.com,haynesintl.com,null,null,1,1074777230,Mining & Metals,0.667720437,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423510,Metal Service Centers and Other Metal Merchant Wholesalers,0.535324276,
granaymontero.com.pe,granaymontero.com.pe,null,null,1,1082084161,Construction,0.318831176,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.535187304,
innovativmedia.com,innovativmedia.com,null,null,1,1098402711,Media and Entertainment,0.760659277,51,Information,5179,Other Telecommunications,517919,All Other Telecommunications,0.53516084,
nicholasfinancial.com,nicholasfinancial.com,null,null,1,1077473267,Financial Services,0.835513651,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522291,Consumer Lending,0.534996569,
agtfoods.com,agtfoods.com,null,null,1,1082496456,Food & Beverages,0.838035524,42,Wholesale Trade,4245,Farm Product Raw Material Merchant Wholesalers,424510,Grain and Field Bean Merchant Wholesalers,0.534991562,
tecnoglass.com,tecnoglass.com,null,null,1,1079158119,Building Materials,0.742125034,42,Wholesale Trade,4233,Lumber and Other Construction Materials Merchant Wholesalers,423390,Other Construction Material Merchant Wholesalers,0.534984231,
tenethealth.com,tenethealth.com,null,null,1,1074557966,Hospital & Health Care,0.959415138,62,Health Care and Social Assistance,6221,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals,0.534959316,
sterling-resources.com,sterling-resources.com,null,null,1,1076819672,Oil & Energy,0.977985621,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.534917951,
spartannash.com,spartannash.com,null,null,1,1076601504,Retail,0.379291028,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424410,General Line Grocery Merchant Wholesalers,0.534673512,
u-g.com,u-g.com,null,null,1,1075161315,Pharmaceuticals,0.489199221,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.53461802,
lithiumcorporation.com,lithiumcorporation.com,null,null,1,1076757036,Mining & Metals,0.989438713,21,"Mining, Quarrying, and Oil and Gas Extraction",2123,Nonmetallic Mineral Mining and Quarrying,212393,Other Chemical and Fertilizer Mineral Mining,0.534541428,
neurotropebioscience.com,neurotropebioscience.com,null,null,1,1082107065,Biotechnology,0.891581535,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541714,Research and Development in Biotechnology (except Nanobiotechnology),0.534445047,
pengrowth.com,pengrowth.com,null,null,1,1076409978,Oil & Energy,0.995366097,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.534336627,
safetyinsurance.com,safetyinsurance.com,1,null,null,1074847508,Insurance,0.995298684,52,Finance and Insurance,5241,Insurance Carriers,524126,Direct Property and Casualty Insurance Carriers,0.534268379,
canadazincmetals.com,canadazincmetals.com,null,null,1,1074218968,Mining & Metals,0.993402898,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.534235418,
wipro.com,wipro.com,1,null,1,1077315749,Information Technology and Services,0.946513653,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541512,Computer Systems Design Services,0.534231722,
e-chinalife.com,e-chinalife.com,null,null,1,1080322280,Insurance,0.991443813,52,Finance and Insurance,5241,Insurance Carriers,524113,Direct Life Insurance Carriers,0.534157157,
nec.com,nec.com,null,null,1,1074165845,Telecommunications,0.674852908,81,Other Services (except Public Administration),8112,Electronic and Precision Equipment Repair and Maintenance,811211,Consumer Electronics Repair and Maintenance,0.533970296,
dish.com,dish.com,null,null,1,1076628776,Telecommunications,0.798647523,51,Information,5152,Cable and Other Subscription Programming,515210,Cable and Other Subscription Programming,0.533957839,
astrotechcorp.com,astrotechcorp.com,null,null,1,1076700388,Defense & Space,0.979161203,54,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",541910,Marketing Research and Public Opinion Polling,0.533855557,
stericycle.com,stericycle.com,null,null,1,1077564750,Environmental Services,0.493587375,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562219,Other Nonhazardous Waste Treatment and Disposal,0.533854663,
lithiumexplorationgroup.com,lithiumexplorationgroup.com,null,null,1,1074949824,Oil & Energy,0.844330609,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.533807039,
albinabank.com,albinabank.com,null,null,1,1074877008,Financial Services,0.996326268,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.533734679,
ezcorp.com,ezcorp.com,null,null,1,1075495964,Financial Services,0.943756819,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522298,All Other Nondepository Credit Intermediation,0.533666134,
nationallloydsinsurance.com,nationallloydsinsurance.com,1,null,null,1097803662,Insurance,0.988900423,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524210,Insurance Agencies and Brokerages,0.533286452,
empireenergy.com,empireenergy.com,null,null,1,1076377746,Oil & Energy,0.987716138,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.53321141,
lmfunding.com,lmfunding.com,null,null,1,1075766856,Financial Services,0.914124727,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522298,All Other Nondepository Credit Intermediation,0.533173323,
xcelbrands.com,xcelbrands.com,null,null,1,1074422166,Apparel & Fashion,0.668262959,53,Real Estate and Rental and Leasing,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),0.5326581,
tokyo-gas.co.jp,tokyo-gas.co.jp,null,null,1,1079908542,Oil & Energy,0.523259461,22,Utilities,2212,Natural Gas Distribution,221210,Natural Gas Distribution,0.532463968,
serica-energy.com,serica-energy.com,null,null,1,1075672243,Oil & Energy,0.984918296,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.532211661,
bancinc.com,bancinc.com,null,null,1,1097883651,Financial Services,0.955985665,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.532170296,
man-sang.com,man-sang.com,null,null,1,1098421122,Luxury Goods & Jewelry,0.929738164,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0.532155752,
aceto.com,aceto.com,null,null,1,1076338379,Chemicals,0.4995386,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.532075644,
inzincmining.com,inzincmining.com,null,null,1,1073824267,Mining & Metals,0.998262346,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.531849086,
pugetsoundbank.com,pugetsoundbank.com,null,null,1,1074652417,Financial Services,0.965263963,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.531823695,
ask.com,ask.com,null,1,null,1077566800,Financial Services,0.528803587,51,Information,5191,Other Information Services,519190,All Other Information Services,0.53154999,
orrstown.com,orrstown.com,null,null,1,1075269890,Financial Services,0.994428277,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.53115195,
romios.com,romios.com,null,null,1,1074595173,Mining & Metals,0.997640252,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.530752957,
biosyent.com,biosyent.com,null,null,1,1076407652,Pharmaceuticals,0.990853012,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.530726492,
jeronimomartins.pt,jeronimomartins.pt,null,null,1,1079553506,Consumer Goods,0.4782677,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.530716837,
firstharrison.com,firstharrison.com,null,null,1,1075870687,Financial Services,0.980587781,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.530542016,
saabgroup.com,saabgroup.com,null,null,1,1079937389,Defense & Space,0.767405391,92,Public Administration,9281,National Security and International Affairs,928110,National Security,0.530512452,
rapiergold.com,rapiergold.com,null,null,1,1073864564,Mining & Metals,0.681655765,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.53039676,
rgp.com,rgp.com,null,null,1,1073915570,Management Consulting,0.944187224,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541611,Administrative Management and General Management Consulting Services,0.530355036,
altisourceamc.com,altisourceamc.com,null,null,1,1082459222,Financial Services,0.892608047,56,Administrative and Support and Waste Management and Remediation Services,5611,Office Administrative Services,561110,Office Administrative Services,0.529966474,
frontierlithium.com,frontierlithium.com,null,null,1,1107068207,Mining & Metals,0.998291433,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.529951096,
pumabiotechnology.com,pumabiotechnology.com,null,null,1,1073782966,Biotechnology,0.945747137,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541714,Research and Development in Biotechnology (except Nanobiotechnology),0.529900968,
defiancesilver.com,defiancesilver.com,null,null,1,1075252379,Mining & Metals,0.996548355,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.529866159,
mcdermott.com,mcdermott.com,null,null,1,1074675516,Oil & Energy,0.991320431,23,Construction,2379,Other Heavy and Civil Engineering Construction,237990,Other Heavy and Civil Engineering Construction,0.529849649,
deltaco.com,deltaco.com,null,null,1,1076269811,Restaurants,0.947220564,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722513,Limited-Service Restaurants,0.529629707,
putnambank.com,putnambank.com,null,null,1,1076173467,Financial Services,0.967230797,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.529510558,
lighthousebank.net,lighthousebank.net,null,null,1,1076816443,Financial Services,0.994730949,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.529394746,
aboutschwab.com,aboutschwab.com,null,null,1,1082050254,Financial Services,0.995877385,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523120,Securities Brokerage,0.529383123,
conchaytoro.com,conchaytoro.com,null,null,1,1080011850,Food & Beverages,0.961796224,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,0.529250026,
tytantractor.com,tytantractor.com,null,null,1,1077479055,Machinery,0.646336675,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,0.529097796,
doverdowns.com,doverdowns.com,null,null,1,1075551329,Gambling & Casinos,0.995071828,72,Accommodation and Food Services,7211,Traveler Accommodation,721120,Casino Hotels,0.52909559,
halyardhealth.com,halyardhealth.com,null,null,1,1076138290,Medical Devices,0.878343284,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0.528262854,
craftbrew.com,craftbrew.com,null,null,1,1076347749,Food & Beverages,0.75231415,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424810,Beer and Ale Merchant Wholesalers,0.527670682,
thehindu.com,thehindu.com,null,1,null,1080042664,Newspapers,0.935870528,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511110,Newspaper Publishers,0.527631223,
consorteum.com,consorteum.com,null,null,1,1076677952,Computer Software,0.533396483,51,Information,5112,Software Publishers,511210,Software Publishers,0.527590632,
omv.com,omv.com,null,null,1,1079454366,Oil & Energy,0.992288888,42,Wholesale Trade,4247,Petroleum and Petroleum Products Merchant Wholesalers,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),0.527441979,
cascadero.com,cascadero.com,null,null,1,1075379983,Mining & Metals,0.994407892,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",0.527323365,
smpcorp.com,smpcorp.com,null,null,1,1076549106,Automotive,0.943040788,42,Wholesale Trade,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,0.527233124,
cgeenergy.com,cgeenergy.com,null,null,1,1083984632,Environmental Services,0.891207397,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.52714926,
abm.com,abm.com,null,null,1,1073940592,Facilities Services,0.987097561,56,Administrative and Support and Waste Management and Remediation Services,5617,Services to Buildings and Dwellings,561720,Janitorial Services,0.527041912,
freedombankva.com,freedombankva.com,null,null,1,1077316883,Financial Services,0.976036727,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.527019978,
arrowfinancial.com,arrowfinancial.com,null,null,1,1075146979,Financial Services,0.933554292,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.526876748,
bcia.com.cn,bcia.com.cn,null,null,1,1079165133,Airlines/Aviation,0.994668126,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.526778638,
vidaroo.com,vidaroo.com,null,null,1,1077359821,Media and Entertainment,0.443027735,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.526616395,
britanniamining.com,britanniamining.com,null,null,1,1074185013,Mining & Metals,0.957684219,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212210,Iron Ore Mining,0.526611507,
goodtimesburgers.com,goodtimesburgers.com,null,null,1,1075285820,Restaurants,0.665988147,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants,0.526310444,
rockymountainayre.com,rockymountainayre.com,null,null,1,1098605028,Financial Services,0.943134189,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523120,Securities Brokerage,0.526240885,
fortress.com,fortress.com,null,null,1,1077041349,Financial Services,0.988500357,52,Finance and Insurance,5259,Other Investment Pools and Funds,525910,Open-End Investment Funds,0.526138485,
bper.it,bper.it,null,null,1,1080134102,Financial Services,0.989696264,52,Finance and Insurance,5239,Other Financial Investment Activities,523930,Investment Advice,0.52608043,
interactholdings.com,interactholdings.com,null,null,1,1086162855,Information Technology and Services,0.3752805,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.525970697,
lgxoil.com,lgxoil.com,null,null,1,1074028023,Oil & Energy,0.978579223,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.525906026,
canadiantire.ca,canadiantire.ca,null,null,1,1078258167,Retail,0.716133833,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0.52570504,
capitalsouthwest.com,capitalsouthwest.com,null,null,1,1076103941,Financial Services,0.986871362,52,Finance and Insurance,5259,Other Investment Pools and Funds,525990,Other Financial Vehicles,0.525704265,
manutd.com,manutd.com,null,null,1,1080086061,Sports,0.989553452,71,"Arts, Entertainment, and Recreation",7139,Other Amusement and Recreation Industries,713940,Fitness and Recreational Sports Centers,0.525649905,
nevadacopper.com,nevadacopper.com,null,null,1,1074228858,Mining & Metals,0.999223352,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",0.525573611,
rubytuesday.com,rubytuesday.com,null,null,1,1074512949,Restaurants,0.922303438,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants,0.525395811,
superbox-inc.com,superbox-inc.com,null,null,1,1086924141,Media and Entertainment,0.956718266,51,Information,5121,Motion Picture and Video Industries,512110,Motion Picture and Video Production,0.525331199,
jalexandersholdings.com,jalexandersholdings.com,null,null,1,1083249320,Restaurants,0.982144833,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.525025845,
americanlorain.com,americanlorain.com,null,null,1,1080869407,Food & Beverages,0.845192552,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424420,Packaged Frozen Food Merchant Wholesalers,0.524641454,
aspenpharma.com,aspenpharma.com,null,null,1,1078290799,Pharmaceuticals,0.996916294,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.524557233,
nedbankgroup.co.za,nedbankgroup.co.za,null,null,1,1077681814,Financial Services,0.996300161,52,Finance and Insurance,5239,Other Financial Investment Activities,523930,Investment Advice,0.5243451,
petroquest.com,petroquest.com,null,null,1,1073867032,Oil & Energy,0.987430692,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.524227023,
chibougamaumines.com,chibougamaumines.com,null,null,1,1076926713,Mining & Metals,0.99849391,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.524090707,
aoxy-ca.com,aoxy-ca.com,null,null,1,1074423533,Real Estate,0.885938346,42,Wholesale Trade,4246,Chemical and Allied Products Merchant Wholesalers,424690,Other Chemical and Allied Products Merchant Wholesalers,0.523676038,
jsexpressway.com,jsexpressway.com,null,null,1,1097897467,Transportation/Trucking/Railroad,0.631812453,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.523666203,
swingplaneventuresinc.com,swingplaneventuresinc.com,null,null,1,1098328046,Mining & Metals,0.973820329,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212230,"Copper, Nickel, Lead, and Zinc Mining",0.523199558,
brown-forman.com,brown-forman.com,null,null,1,1075267746,Food & Beverages,0.917433679,42,Wholesale Trade,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,0.523161292,
urdupoint.com,urdupoint.com,null,1,null,1080214923,Newspapers,0.775895059,51,Information,5151,Radio and Television Broadcasting,515112,Radio Stations,0.523129404,
choicereit.ca,choicereit.ca,null,null,1,1075251340,Real Estate,0.917853773,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings,0.52286309,
t-online.de,t-online.de,null,1,null,1077035270,Internet,0.526246488,51,Information,5191,Other Information Services,519130,Internet Publishing and Broadcasting and Web Search Portals,0.522574544,
pel.net.au,pel.net.au,null,null,1,1097889840,Mining & Metals,0.911231637,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.522260308,
scorpex.com,scorpex.com,null,null,1,1077573007,Environmental Services,0.942595959,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562211,Hazardous Waste Treatment and Disposal,0.522231937,
predictivetechnologygroup.com,predictivetechnologygroup.com,null,null,1,1106953155,Biotechnology,0.883214533,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541714,Research and Development in Biotechnology (except Nanobiotechnology),0.522206307,
ica.com.mx,ica.com.mx,null,null,1,1079662507,Civil Engineering,0.591604948,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.522185922,
lifehealthcare.co.za,lifehealthcare.co.za,null,null,1,1082036557,Hospital & Health Care,0.985451877,62,Health Care and Social Assistance,6211,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists),0.521896601,
sigmalabsinc.com,sigmalabsinc.com,null,null,1,1074750792,Mechanical or Industrial Engineering,0.328217357,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.521779299,
